,nr,granice,obwod06,lat,lon
214,215,"gorczyna, hypty, iwonicka, jar, jelskiego, jeździecka, korczyńskiego, kotowskiego, lecznicza, merkuriusza polskiego, miarowa nieparzyste od 1 do 35 i parzyste od 2 do 16, 16a, michalika, moczydło, morozewicza, myślenicka nieparzyste od 79 do 187 i parzyste od 62 do 162, nałęczowska, niedźwiedziny, opalińskiego, perłowa, pinocci, podgórki, podhalnie, przyrodnicza, rymanowska, sawiczewskich, siarczanogórska, siarczki, soboniowicka, srzednickiego, stawisko, stepowa , szybisko, topiarnia, truskawiecka, uzdrowiskowa, warszewicza, wierchowa, wróblowicka parzyste od 2 do 6 i nieparzyste od 1 do 9, wyrwa, wyżynna, zaruskiego, zdrojowa",209,49.9965629,19.9415466
215,216,"armii kraków, białostocka, bieszczadzka, ciechocińska, ciepła, ciołkosza, goździkowa, horaka, hubalczyków, jasielska, jugowicka nieparzyste, kaliska, kąpielowa nieparzyste od 1 do 9 i parzyste od 2 do 10, kierzkowskiego, kokosowa, kolejarzy, krośnieńska, kustronia, nowodworskiego, owocowa, siarczana, szumca, szyllinga, tulipanowa, zakopiańska parzyste od 88 do 194",210,50.086637,19.8915895
216,217,"borkowska, czołgistów, kadłubka, kluka, nenko, wichrowa, żaków krakowskich",210,50.0041101,19.9058179
217,218,"bastionowa, bluszczowa, czajkowskiego, dębickiego, fałęcka, janowskiego, księżycowa, marusarzówny, narvik, pustynna, siostry zimmer, skrzetuskiego, szmaragdowa, zawiła parzyste od 2 do 40",211,50.0003011,19.9126175
218,219,"amarantowa, banachiewicza, bellerta, boratyńskiego, chęcińska, chojnicka, ciechanowska, czerska, doktora judyma, eibischa, forteczna, gadomskiego, gałęzowskiego, gumowskiego, homolacsa, kępińskiego, kopernickiego, korpala od 21, kostrzewskiego, krzyżtoporska, księdza dercza, księdza mączyńskiego, kwiatowa, łódzka, maklakiewicza, mieczykowa,  miodońskiego, profesora bartla 19, 19 a, b, c, d, e, pronaszków, rabsztyńska, radnickiego, rdzawa, rutkowskiego, tochowicza, umińskiej, wachholza, warowna, welońskiego, zagaje, zakopiańska nieparzyste od 147 do 181 a, b, c, e, zawiszy",212,49.9992883,19.9065103
219,220,"chorzowska, dębskiego, dzikiej róży, inicjatywy lokalnej, księdza maja, kłuszyńska, libertowska nieparzyste od 1 i parzyste od 2 do 6, 16, miejscowa, opatkowicka, petrażyckiego parzyste od 2 do 60 a i nieparzyste od 1 do 39 g, poronińska, smoleńskiego, solówki parzyste, starowiejska od 1 do 11, taklińskiego, torowa, ważewskiego, zakarczmie, zakopiańska parzyste od 196 i nieparzyste od 183, zembrzycka",213,49.9946796,19.9161123
220,221,"łużycka nieparzyste od 43 do 53 i 71, 71abc, 73, 73 a, 73 c, podedworze parzyste od 2 do 4",214,50.0132423,19.9677319628176
221,222,"bochenka (bez 12), podedworze 6, 6 a, 8, 10, 10 b, 12",215,50.0109218,19.9742248
222,223,"łużycka 55, 57, 63, 65, 67, 67a, 69",216,50.0127177,19.9723831
223,224,"kordiana, tuchowska parzyste od 2 do 34 i nieparzyste od 1 do 27",217,50.0086373,19.9617287
224,225,"błogosławionej franciszki siedliskiej, cechowa nieparzyste od 57 i parzyste od 72, gwarna, kanarkowa, kijanki, , łużycka parzyste od 42 i nieparzyste od 75, nazaretańska, pochyła, podedworze parzyste od 14, rodziny jędów, tuchowska parzyste od 36 do 48 i nieparzyste od 29 do 39, ukośna, urwana, widnokrąg, zimna",218,50.006299,19.9659072293176
225,226,"babiego lata 24, cechowa nieparzyste od 1 do 55 i parzyste od 2 do 70, łężce,  myślenicka parzyste od 42 do 60 i nieparzyste od 47 do 77, stojałowskiego nieparzyste od 33 do 41a,  szarych szeregów",219,50.0047277,19.9630542
226,227,"badurskiego 1, 9, bednarska, biernata z lublina, błotna, ciasna, czajna, hallera parzyste od 2 do 14 i nieparzyste od 1 do 7, kalinowa, kliniec, kosocicka parzyste od 72, 79, 85, 85a, 85b, 85c, i nieparzyste od 87 do 105, księdza dźwigońskiego, krystyna z ostrowa, łamana, mokra, niebieska nieparzyste od 1 do 9 i parzyste od 2 do 10, obronna od 9, podedworze nieparzyste, podlesie, powały z taczewa, przewiewna, podwórkowa, przy kuźni, rżącka, sadka, słona woda nieparzyste, snozy, sporna, szpakowa, tyranowskiego 5, 9, 11,  zyndrama z maszkowic",220,50.0112334,19.990914
227,228,"abrahama nieparzyste, andricia, bławatkowa, buraczana, dauna, gipsowa, górska, heltmana, kadena-bandrowskiego, kamieńskiego od 21, lecha, lisa-kuli, lubuska, łuczników, macedońska 23, malborska parzyste od 2 do 52 i nieparzyste od 1 do 63, mieczników, nadzieja, nowosądecka 22,  pańska od 1 do 42, pierackiego, siemomysła parzyste, stoigniewa, szukiewicza, tarnowska, uśmiech, wielicka nieparzyste od 105 do 113, 113a, 115, zana",221,50.0334536,19.96774
228,229,"albańska nieparzyste od 1 do 5 i parzyste od 2 do 8, gryglewskiego, krawiecka, łabędzia, makowa, malborska nieparzyste od 65 i parzyste od 54 , mochnackiego, pańska od 43, poprzeczna, skowronia, sławka 41, 43, 45, sportowa, generała sułkowskiego, szczęśliwa, szkolna, zabawa, zmartwychwstania pańskiego",222,50.0224169,19.9669374
229,230,"andrychowska, gromady grudziąż, karpińskiego, łapanowska, łużycka od 1 do 41c, marcowa, monterska, na łuku, ondraszka, ossowskiego, podgwiezdna, sempołowskiej, sławka 54, 56, 58, 62, turniejowa od 1 do 58 i 60, wspólna od 22",223,50.0199251,19.9569765
230,231,"bystra, gminna, jastrzębia, klonowica, kotsisa, kryształowa, pszenna, puszkarska, generała roi (bez 4, 4a, 4b, 6), sławka nieparzyste od 1 do 39 i parzyste od 2 do 52, strumienna parzyste od 16, wspólna od 1 do 21, zielona",224,50.020073,19.9496437
231,232,heila,225,50.0227339,19.9579258
232,233,"białoruska 2, 4, 6, 8, 8b, 10, czarnogórska 15, 18, serbska 1, 3, włoska 1, 3, 5, 7, 9, 11",226,50.0169457,19.975065
233,234,"białoruska 15, 17, 19, lirników, nowosądecka nr 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 72, 74, 78, 80, 82, poturalskiego, trybuny ludów",227,50.01548615,19.9683586021558
234,235,"czarnogórska 1, 3, 5, 7, 9, 9 b, macedońska 6, serbska 2, 4, 14, włoska 6, 8, 13, 15, 17, 19",228,50.02180195,19.970606455814
235,236,"albańska nieparzyste od 7 i parzyste od 10, algierska, czarnogórska 2, 4, 4 c, 6, 8, estońska 4 i od 6 do 21, 40, laszczki, niepokólczyckiego, trawniki, włoska 6a, 8a, 8b, wilgotna, wolności",229,50.0204214,19.9679344
236,237,"bujaka (bez 14, 14a, 15, 16, 16a), łowienicka, myślenicka parzyste od 34 do 40, pagórkowa, stojałowskiego 3, 5, 7",230,50.0096322,19.9483946744276
237,238,"okopowa, bujaka 14, 14a, 15, 16, 16a, chmielna parzyste, daliowa, generała filipowicza, herberta (bez nr 8, 10, 12, 14), storczykowa, żaka",230,50.0122153,19.9459738
238,239,"porucznika halszki, wysłouchów 1, 1a, 3, 3a, 5",231,50.0125783,19.9495003
239,240,witosa,232,50.012838,19.9556750140515
240,241,turniejowa nieparzyste od 59 i parzyste od 62 (bez 72),233,50.01073295,19.9602944984839
241,242,"wysłouchów nieparzyste od 11 do 43, 47, 49, 49a, 51, 51a, 53, 53a, 55, turniejowa 72",234,50.00936305,19.9507285935443
242,243,"bojki, wysłouchów 44, 46",235,50.0061566,19.9637176
243,244,wysłouchów parzyste od 16 do 42,236,50.00738595,19.9559726254011
244,245,"stojałowskiego 9, 11 i nieparzyste od 15 do 29, wysłouchów parzyste od 2 do 14",237,50.005002,19.9559091997747
245,246,gołaśka nieparzyste od 1 do 41,238,50.01474945,19.950994299044
246,247,"beskidzka parzyste, dobczycka, gołaśka parzyste od 2 do 20, przekątna, sanocka",239,50.0139362,19.9498709
247,248,"beskidzka nieparzyste, harcmistrza millana nr 22, madera, malwowa, pierzchówka nieparzyste, przykopy 2, 6 i od 11, tarnobrzeska, sas-zubrzyckiego",240,50.0183652,19.9505548
248,249,"agatowa, ametystowa, domagały, magazynowa 5, malachitowa, nad drwiną, nefrytowa, opalowa, osiedle kolejowe, półłanki parzyste od 2 do 74 (bez nr 26), taborowa, topazowa, złocieniowa parzyste od 28 i nieparzyste od 21",241,50.0219838,20.0420779
249,250,"czarnochowicka, flanka, gerberowa, grzecha, habeli, hiacyntowa, hoyera, jasieńskiego, jędrzejczyka, kameliowa, kokotowska, księdza kusia, kwatery, letnia, mogiłki, ochocza, okręglik, pochwalskiego, potrzask, przebiśniegów, przylaszczki, pruszyńskiego, schulza, stępnia, stolarza, szymkiewicza, tańskiego, wojciecha z brudzewa, zarosie, zalipki, zarzyckiego",242,50.0094056,20.0629261
250,251,"bierkowskiego, bieżanowska parzyste od 234 do 248, gardowskiego, kiepury, kluszewskiego, kolonijna, korepty od 1 do 22, krzymuskiego, kurpińskiego, księdza prałata łaczka, madejówka, mała góra nieparzyste, małka, nad serafą, na jazkach, nowaka, potrzebowskiego, przecinek, rakuś, rygiera, smolenia, stryjeńskiego, szastera, świdzińskiego, wielicka parzyste od 248, ",243,50.0100869,20.0259671
251,252,"bieżanowska parzyste od 250, bogucicka, braci jamków, drożdżowa, jaglarzów, jakubca, kłaka, koprowa, korepty od 23, lipowskiego, pod pomnikiem, księdza popiełuszki, pronia, przełazek, sucharskiego, ślósarczyka, świeża, śliwy, weigla, zamłynie, złocieniowa parzyste od 2 do 26 i nieparzyste od 1 do 19, zolla",244,50.01779235,20.0320429833799
252,253,"bieżanowska nieparzyste od 155 i parzyste od 128 do 232, bieżanów blok pkp, bocznica, danalówka bez nr 37, 39, 41, działkowa, imielna, komandora wrońskiego, laskowa, łazy, ogórkowa, półłanki nieparzyste od 1 do 31e, ripperów, stacyjna",245,50.0218097,20.0118171
253,254,"barbary (bez 12), duża góra (bez 37, 39, 41), mała góra parzyste od 2 do 8, telimeny od 1 do 4",246,50.016817,20.0246602
254,255,"telimeny 20, 30a, 32 i nieparzyste od 5 do 33 (bez 31) , opty",247,50.0204687,20.0162832
255,256,"ćwiklińskiej, barbary 12, duża góra 37, 39, 41, telimeny 31",253,50.0160792,20.0187833
256,257,"heleny parzyste od 2 do 20, mała góra parzyste od 10 do 14a",248,50.01449765,20.0236963711903
257,258,"aleksandry 24, 24a, 24b, 24c, 24d, 24e, 24g, 24h, 24i, 24j, 24k, 26, 26c, 28, 38 i nieparzyste od 25, heleny parzyste od 22, kaimska, mała góra 32, wielicka parzyste od 230 do 246",249,50.0087643,20.0174961
258,259,mała góra parzyste od 16 (bez nr 32),250,50.00974765,20.0207610524399
259,260,aleksandry od 1 do 7,251,50.0154821,20.0185031494186
260,261,"aleksandry od 9 do 23, jerzmanowskiego 31, podłęska",252,50.0132895,20.0175687952632
261,262,lilli wenedy (bez 1),254,50.0194014,20.0043337
262,263,"jerzmanowskiego parzyste od 2 do 16, lilli wenedy 1",255,50.0102971,20.00857
263,264,"jerzmanowskiego parzyste od 18 do 26, teligi parzyste od 30",256,50.01517305,20.0114142932678
264,265,"konrada wallenroda, teligi parzyste od 2 do 6 i nieparzyste od 1",257,50.0174206,20.0014456
265,266,kurczaba nieparzyste,258,50.0134089,20.0055931
266,267,kurczaba parzyste,258,50.0134090,20.0055932
267,268,teligi parzyste od 8 do 28,260,50.0159911,20.0042674306684
268,269,"jerzmanowskiego parzyste od 28 i nieparzyste 35, 39",261,50.0140151,20.0115588563057
269,270,"badurskiego 13, 13c, 15, 15b, 16, 17, 17a, c, 19 , jakubowskiego, kostaneckiego, kozietulskiego, medyczna, obronna od 1 do 8, księdza ściegiennego parzyste od 54 i nieparzyste od 43 (bez 57, 69, 71a, 73), wielicka parzyste od 202 do 228 i nieparzyste od 261 do 265, żabia",262,50.01219365,19.99082635
270,271,"księdza ściegiennego 57, 69, 71a, 73",263,50.0172882,20.0011476
271,272,"czerwiakowskiego, kosocicka parzyste od 2 do 70a, nieparzyste od 1 do 71, schweitzera, wielicka nieparzyste od 269",264,50.0083218,20.0100612
272,273,"jana xxiii, rydygiera, księdza prymasa wyszyńskiego, słona woda parzyste",265,50.0065884,20.0082149
273,274,"bieżanowska 78, 78 a, 80, 80 a, 82, 82 a, 84, 84a, 84 b, 86, 86 b, 88, górników, jesienna, muzyków, nad potokiem, na wrzosach nieparzyste od 55 i parzyste od 52, okocimska, snycerska nieparzyste od 41 i parzyste od 42, księdza ściegiennego nieparzyste od 1 do 41 i parzyste od 2 do 52 a",266,50.02322155,19.9963688952789
274,275,"andrusikiewicza, bielskiego, bieżanowska nieparzyste od 71 do 153 e, parzyste od 60 do 126 h, (bez 78, 78 a, 80, 80 a, 82, 82 a, 84, 86, 88), czechowicza, darasza, dubois, generała jasińskiego (bez 28, 30, 32, 34), gierymskich parzyste, kallimacha, karpacka, legionów, małkowskiego, marzanny, młodzieży, morawiańskiego, podmiłów, smolna, sobesto, solarzy, udzieli, wojnicka",267,50.0231972,19.9929452
275,276,"balickiego, bardowskiego, bieżanowska nieparzyste od 1 do 69a parzyste od 2 do 58, braterska, chłopska, gierymskich nieparzyste, kolejowa (bez nr 4a), konwaliowa, mazurska, mierosławskiego, rożena, ruciana, rylskiego, sacharowa, siostrzana, wielicka parzyste od 114 do 158, za lipkami, żurawia",268,50.02643,19.98609
276,277,"generała jasińskiego 28, 30, 32, 34",269,50.0231942,19.992039974184
277,278,"aleja dygasińskiego, gersona, kłodzka, libera, na wrzosach nieparzyste od 1 do 53 i parzyste od 2 do 50, popławskiego, promienna, prosta, smolarzy, snycerska nieparzyste od 1 do 39 i parzyste od 2 do 40, szara, śnieżna, wielicka parzyste od 160 do 200, żniwna",270,50.0227279,19.983402
278,279,"czorsztyńska, jarosławska, na kozłówce 5, 5/10-11, 13, 15, 17, 19, niedzicka, nowosądecka 5a, profesora seweryna, stattlera, wielicka nieparzyste od 143 do 223, wolska, zieleniec",271,50.0206482,19.9838307
279,280,"facimiech, okólna parzyste od 20 do 28, polonijna, wielicka nieparzyste od 225 do 259",272,50.0153524,19.9873247
280,281,"na kozłówce 14, 16, 24, 29, 31, 33, 41, wlotowa",273,50.01768395,19.9840799
281,282,"na kozłówce 12, 12a, 20, okólna 1, 3, 7, 9, 11, 13",274,50.01766715,19.98345765
282,283,"okólna 2, 4, 5, 6, 8, 10, 12, 14, 16, 18, spółdzielców nieparzyste od 1 do 13",275,50.0164142,19.9837781
283,284,"na kozłówce 2, 4, 4a, 7, 8, 9, nowosądecka 1, 3, 5, spółdzielców 2, 4, 6, 8, 10, 12, 15, 15a, 17",276,50.0206024,19.9788378476722
284,285,"nowosądecka (bez 1, 3, 5, 5a) oraz bez (22, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 72, 74, 78, 80, 82)",277,50.0166814,19.9763214
285,286,"gromadzka, heweliusza, koźlarska, krzywda, nowohucka 67, 69, 90, 92 , 92a, paproci, płaszowska, powstańców wielkopolskich parzyste od 16 i nieparzyste od 11, pułkownika kuklińskiego , sarmacka, saska nieparzyste, strycharska, stróża rybna, szklarska, wodna parzyste od 12 i nieparzyste od 17",278,50.0404844,19.9779881
286,287,"koszykarska, nowohucka 13b, 33, 37, 39, 41, 43, 45, 47, 49, 51, 53, księdza turka",279,50.0513968,19.9918631
287,288,"gumniska, księdza stoszki, lasówka, myśliwska (bez parzystych od 70 do 78), przewóz nieparzyste od 1 do 43, 51, 53, 55 i parzyste od 2 do 36, 36a, 36b, 40, 40a, saska parzyste, szczecińska, szczygla, zadworze",280,50.0472547,19.9918392
288,289,"lipska nieparzyste, mały płaszów, myśliwska parzyste od 70 do 78",281,50.0405743,19.9837255
289,290,"batki, goszczyńskiego, iłowa, kacza, kolejowa 4a, lipska parzyste, łanowa (bez 39 i 41, 41a, 41b, 43, 43d, 43e), rzebika, żołnierska, żeńców, źródlana",282,50.0362441,19.9857032
290,291,"bagrowa, biskupińska, brandla, danalówka 37, 39, 41, pułkownika dąbka, gliniana, golikówka nieparzyste od 1 do 89a i parzyste od 2 do 36, grochowa , kosiarzy, kozia, motyla, mierzeja wiślana, obrońców modlina, siemienowicza, sudecka, surzyckiego, węglarska",283,50.0356679,20.0001987
291,292,"agawy, albatrosów, botewa, bukowa, golikówka nieparzyste od 91 i parzyste od 38, jeżów, kawowa, kormoranów, księdza targosza, półłanki nieparzyste od 33 i parzyste od 78 do108, przy cegielni, rączna nieparzyste od 1 do 25c parzyste od 2 do 42, rybitwy, skromna, szparagowa, strażacka",284,50.0414503,20.0228687
292,293,"bartników, pułkownika barty, bugaj, czeczotta, dymnik, husarska, kminkowa, kotówka, łutnia, osikowa, pod gwiazdami, pod wierzbami, rączna parzyste od 44 i nieparzyste od 27, traczy, tyrczanka, wrobela",285,50.0381037,20.0524736
293,294,"czackiego, kalwaryjska nieparzyste od 61 i parzyste od 70, konopnickiej parzyste od 38 do 94, mitery, orawska, przedwiośnie, śliska , spiska, szaflarska",286,50.0407953,19.9373041
294,295,"generała kutrzeby, kalwaryjska nieparzyste od 37 do 59 i parzyste od 40 do 68, krasickiego, smolki od 7",287,50.0407036,19.9418997
295,296,"długosza, kalwaryjska nieparzyste od 9 do 35 i parzyste od 10 do 38, legionów piłsudskiego parzyste, plac serkowskiego, rejtana, sokolska, władysława warneńczyka",288,50.0556035,19.9367045441604
296,297,"czyżówka, kalwaryjska 35a, krzemionki, podskale, przełęcz, redemptorystów, smolki od 1 do 6, stroma, zamoyskiego od 8",289,50.035744,19.9451803
297,298,"brodzińskiego, celna, kalwaryjska od 1 do 8, legionów piłsudskiego nieparzyste, limanowskiego od 1 do 4, plac niepodległości, przy moście, rynek podgórski, staromostowa, zamoyskiego od 1 do 7",290,50.0461323,19.9487447
298,299,"aleja dembowskiego, aleja powstańców śląskich, kamieńskiego od 1 do 20, kraka, parkowa od 11 , plac lasoty, radosna",291,50.0413727,19.9559568
299,300,"aleja pod kopcem, kopiec krakusa, lanckorońska, ludowa, maryewskiego, plac przystanek, powstańców wielkopolskich parzyste od 2 do 14 i nieparzyste od 1 do 9, robotnicza, swoszowicka, wapienna, wielicka nieparzyste od 1 do 57 i parzyste od 2 do 70, za torem, zamknięta",292,50.0396237,19.9614055
300,301,"dąbrówki, janowa wola, kącik, lwowska nieparzyste od 1 do 17, 25 i parzyste od 2 do 8, na zjeździe, plac bohaterów getta, solna, targowa, traugutta",293,50.0459912,19.9568234
301,302,"dąbrowskiego, hetmańska, józefińska nieparzyste od 43, limanowskiego nieparzyste od 25 i parzyste od 36, lwowska parzyste od 10 do 42 i nieparzyste od 43 do 49, świętej kingi, tarnowskiego",294,50.01392195,21.9797967078654
302,303,"czarnieckiego (bez 3), krakusa od 1 do 11, parkowa od 1 do 10a, porucznika stawarza, potebni, rękawka, świętego benedykta, tatrzańska, węgierska nieparzyste od 1 do 9 i parzyste od 2 do 12",295,50.0439003,19.9547697
303,304,"józefińska nieparzyste od 1 do 41 i parzyste od 2, krakusa nieparzyste od 13 i parzyste od 12, limanowskiego nieparzyste od 5 do 23 i parzyste od 6 do 34, nadwiślańska, piwna, węgierska parzyste od 14 i nieparzyste od 11",296,50.0457555,19.9477142
304,305,"dekerta, herlinga-grudzińskiego, kiełkowskiego, klimeckiego, lipowa, mydlarska, na dołach, niwy, na zakolu wisły, pana tadeusza, portowa, przemysłowa, romanowicza, stoczniowców, ślusarska, wałowa, zabłocie, zaułek",297,50.0472697,19.9671545
305,306,"abrahama 6, drewniana, dworcowa parzyste, jerozolimska, siemomysła nieparzyste, wielicka nieparzyste od 59 do 97 i 101, wodna parzyste od 2 do 10 i nieparzyste od 1 do 15a",298,50.0340561,19.9712307
306,307,"dworcowa nieparzyste, dworzec, prokocimska, wielicka parzyste od 72 do 112",299,50.034324,19.9737542
307,308,"aleja generała skrzyneckiego, biskupa hodura, bonarka, brożka 1, 3, 85, głogowska, grzybki, kobierzyńska 2, 4, 4a, 6, 14, księdza tischnera, łagiewnicka, rydlówka, rzemieślnicza, szafrana, wadowicka",300,50.0346103,19.9349652
308,309,"aleja pokoju 58, 60, 71, 78, 80, 81, 84, 87, 89, 90, centralna 5, 28, 30, 34, kamionka, na łąkach 2, 7, 18, 22, nowohucka 1, 3, woźniców",301,50.0656681,19.9930543
309,310,"centralna 38, 38a, 42, 43, 43a, 44, 45, 47, 50, 51a, 55, 69, 73, sołtysowska od 1 do 47/bez 13d/, sikorki",301,50.0690387,20.0123351
310,311,"centralna 3, 20, 22, 24, 26, dolna, dolnomłyńska, gałczyńskiego, kwiatów polskich, narciarska, nastrojowa, poleska, strumyk, tabaczna, tuwima",302,50.0639098,19.9275357
311,312,"aleja jana pawła ii parzyste od 128 do 196, bieńczycka 1, 3, biskupa tomickiego 4, 13, 13a, 17, 19, jutrzenka, księdza zastawniaka, śliwkowa, wężyka",303,50.0741572,20.0075498763051
312,313,"bieńczycka 9, 11, 13, 13a.13b, 15, 17, osiedle 2 pułku lotniczego 1 do 11",304,50.0739309,20.0172793
313,314,"aleja jana pawła ii 33, 33a 68 a, 72, 78 , 78 a, 80, 82, 84, 84 c, 87, 88, 90, 92, 96, 98, 102, 104, 106, 108, 114, 116, 118, 122, 124, 126 , boguszówka, czyżyńska 21, markowskiego 4, 6, 8, 10, osiedle 2 pułku lotniczego od 41 do 51, wysockiej, ",305,50.0751231,19.9930783
314,315,osiedle 2 pułku lotniczego od 12 do 40,306,50.07653,20.0098618771236
315,316,"osiedle dywizjonu 303 18, 19, 19c, 19d, 21, 21c, 23, 25, 26, 27, 28",310,50.08314705,20.0057335065084
316,317,"osiedle dywizjonu 303  30, 36, 37, 39, 40, 41, 42, 43, 44, 76",309,50.08505415,20.0098382532357
317,318,osiedle dywizjonu 303 od 45 do 51,308,50.08293885,20.0097799396118
318,319,"osiedle dywizjonu 303 od 52 do 58, 62, 62a, 63, 64, 67, 75",309,50.08137945,20.0120045179856
319,320,osiedle dywizjonu 303 od 1 do 10,308,50.0820629,20.0045316737834
320,321,"osiedle dywizjonu 303 od 11 do 17, 66a",310,50.0837317,20.0032971183326
321,322,"cichociemnych ak, ciepłownicza, cuplowa, do wisły, habina, isep, longinusa podbipięty 1, 19, 19a, 21, 21a, 39a, 62, 64, 74, 78c, d, e, 80b, 82b, 86 łęgowa, na załęczu, niepokalanej panny marii , niepołomska, odmętowa nr 14, 14b, 16, 96, 98 , 107, ogłęczyzna, osiedle, plac błonie - beszcz, podleska, sierpowa, siwka, skręcona, sochy, stręcka, szafrańska, wiklinowa, zajęcza, zapusta,  ziarkowa 4, 8",312,50.0609804,19.9924367
322,323,"akacjowa 10, 12, cieślewskiego 1, 3, 5, 7, 9, 11, 13, 15, 17, osiedle akademickie, skarżyńskiego",313,50.08503465,19.9798961482515
323,324,"osiedle kombatantów od 1 do 15, czaplickiego",314,50.0911713,20.0079005443408
324,325,osiedle tysiąclecia od 1 do 14,315,50.0891183,20.0006159480589
325,326,osiedle tysiąclecia od 15 do 27,315,50.0911537,20.0019173
326,327,osiedle tysiąclecia od 28 do 56,315,50.091838,20.0053155
327,328,"miśnieńska od 72 do 85, osiedle tysiąclecia od 57 do 66, 76, 78, 83, 85, 86",318,50.0921098,19.9995802
328,329,"osiedle oświecenia od 1 do 8, od 14 do 17",319,50.0884935,19.99569
329,330,"osiedle oświecenia 40, 42, 43, 46, 46a, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57",320,50.0943214,19.9944951
330,331,"osiedle oświecenia 35, 36, 37, 38, 39, 41",320,50.0922475,19.9918123
331,332,"osiedle oświecenia od 9 do 13, 33, 33a",321,50.0913778,19.9941968
332,333,osiedle oświecenia od 18 do 27,322,50.0892973,19.9935117
333,334,"aleja generała bora komorowskiego ( bez nr 9, 9a, 15, 15a, b, 17, 23, 33/ ), dobrego pasterza 124, kniaźnina 6, 12, krzesławicka 2 a, 2 b, osiedle oświecenia od 28 do 32, 34, 44, 45",323,50.0634392,19.945181
334,335,osiedle złotego wieku od 1 do 15,324,50.0991063,19.9963912
335,336,osiedle złotego wieku od 16 do 32,324,50.09607745,20.0025358479348
336,337,osiedle złotego wieku od 33 do 52,324,50.09735355,20.0058891945768
337,338,osiedle bohaterów września od 57 do 81,327,50.1014168,20.0075546
338,339,"baziaka, budziszyńska, korony polskiej, księdza kuczkowskiego, księdza kurzei, mosdorfa, na zboczu, orła białego, osiedle złotego wieku od 68 do 71 i od 74 do 85, 93, 94, parnickiego, wawelska 8, 10, 12, 14, 16, zawieyskiego, zjazdu gnieźnieńskiego",328,50.0961969,19.9894146
339,340,"osiedle złotego wieku od 53 do 67, wawelska 6",329,50.0983144,19.9976112194474
340,341,osiedle bohaterów września od 1 do 5,327,50.0954652,20.0107755646685
341,342,osiedle bohaterów września od 6 do 14,327,50.0961623,20.0081839
342,343,osiedle bohaterów września od 26 do 38,327,50.0984773,20.0122588
343,344,osiedle bohaterów września od 39 do 55,327,50.0988487,20.009685
344,345,osiedle bohaterów września od 15 do 25,327,50.0982907,20.0101764146062
345,346,osiedle piastów od 1 do 11,335,50.09542765,20.0143773052032
346,347,"osiedle piastów od 12 do 17a, 29, 34, 34a, osiedle mistrzejowice 14",336,50.0954444,20.0155325985269
347,348,"osiedle piastów od 18 do 28, osiedle mistrzejowice 13",337,50.0980651,20.0189433
348,349,osiedle piastów od 30 do 44 /bez 34 i 34a/,338,50.09977495,20.0209450713007
349,350,"dmowskiego, do fortu, generała okulickiego 44, 60, 66, korfantego, królowej marysieńki, księdza kardynała sapiehy, księdza mazanka, marycjusza, mistrzejowicka, osiedle mistrzejowice od 1 do 53, /bez nr 13, 14/",339,50.0973849,20.0241933
350,351,"dziekanowicka, osiedle piastów od 45 do 61, 65 powstańców parzyste od 54 do 62a, 64, 121, 123, 125, 125a, 127, 129",340,50.1062891,19.9949105
351,352,osiedle kościuszkowskie od 1 do 8,341,50.08455555,20.0158982224796
352,353,osiedle kościuszkowskie od 9 do 11,341,50.08309435,20.01546625
353,354,"osiedle na lotnisku 1, 2, 4, 6, od 19 do 21",343,50.0872939,20.0168750875291
354,355,"osiedle na lotnisku 3, od 7 do 18a, króla",344,49.9846609,19.9132132
355,356,osiedle strusia od 1 do 6,345,50.08848715,20.0098691963755
356,357,"osiedle wysokie od 1 do 22c, urszulki, złoczowska",346,50.08959745,20.0194302965019
357,358,osiedle strusia od 7 do 12,345,50.0886040,20.0111560
358,359,"osiedle strusia od 13 do 20, bogusza",348,50.0884193,20.0078763
359,360,osiedle kalinowe od 1 do 11,349,50.0910664,20.0163998746669
360,361,osiedle kalinowe od 12 do 17,349,50.0924453,20.0150135750106
361,362,osiedle kalinowe od 18 do 24,349,50.09040885,20.0116938716793
362,363,osiedle niepodległości od 1 do 7,352,50.0819273,20.0219261
363,364,osiedle niepodległości od 8 do 19,352,50.0804227,20.022558799573
364,365,osiedle albertyńskie od 12 do 21,354,50.08162075,20.0178184941501
365,366,"małego księcia, osiedle albertyńskie od 22 do 30",355,50.0817517,20.0180134
366,367,"osiedle albertyńskie 1, 2 i od 31 do 38",356,50.079709,20.0188625
367,368,"osiedle przy arce od 1 do 8, porucznika szczeklika",357,50.0818867,20.0251801564868
368,369,osiedle przy arce od 9 do 12 i 14,358,50.0835399,20.0278392
369,370,osiedle przy arce  13 i od 15 do 19,359,50.0826523,20.0307930310993
370,371,"osiedle przy arce od 20 do 26, batalionu parasol",360,50.0816888,20.0280842815697
371,372,"andersena, bulwarowa nieparzyste, cienista, fatimska, kaczeńcowa, kocmyrzowska 3, 5, 7, 7a, makuszyńskiego nieparzyste, odmogile, podrzecze od 2 do 28, stadionowa, szybka, wojciechowskiego",361,50.0834351,20.0411859
